GeneID	GSM6311037	GSM6311038	GSM6311039	GSM6311040	GSM6311041	GSM6311042	GSM6311043	GSM6311044	GSM6311045
29881	0	0	3	1	12	9	7	0	0
54606	3632	3937	2360	2029	2089	1918	2036	4018	4391
222068	1229	1156	1650	1425	2174	2199	2304	1088	1027
4967	2154	2203	2209	2000	4471	4222	4788	2301	2351
83637	1258	1300	1335	1226	1844	1643	1965	737	858
105375259	27	29	29	24	74	70	82	33	35
5478	30634	30317	25380	23147	49549	49179	51831	42564	45867
105375260	0	0	0	0	0	0	0	0	3
94239	2905	2586	2123	1905	3643	3665	3870	3450	3741
105375261	0	0	0	0	0	1	0	2	0
5814	3072	2713	1834	1851	1741	2085	2421	4440	5016
100616393	41	37	17	22	16	19	39	67	88
105375262	0	0	0	1	0	0	0	0	0
64005	0	0	0	0	1	7	10	2	0
285958	728	688	403	372	1181	1322	1373	783	799
677798	36	37	34	23	97	64	89	24	33
102723334	14	5	14	3	12	12	12	6	6
83605	1015	1037	1148	1065	869	811	848	1050	1132
23148	2	3	1	6	1	2	0	0	2
9238	3123	3391	3741	3301	4308	4106	4442	3737	3964
654319	10	14	9	6	14	15	19	10	7
677796	10	12	6	10	19	18	19	16	17
677795	4	7	5	2	9	4	6	7	4
10268	0	0	0	0	0	0	0	0	0
107986736	0	0	0	0	0	0	0	0	0
107986737	0	0	0	0	0	0	0	0	0
107	0	0	0	0	116	114	132	0	0
641977	60	109	85	94	273	314	345	114	86
101929008	59	49	29	37	18	13	20	22	13
730234	20	20	11	6	4	3	7	4	4
3484	0	0	0	0	0	1	1	0	0
3486	70	67	54	37	18417	16396	17896	33	40
102723446	0	6	1	1	9	13	10	4	7
105375264	0	1	0	1	1	2	0	0	0
105375265	0	0	0	0	8	10	5	0	0
105375266	0	0	0	0	0	0	0	0	0
730338	0	0	0	0	166	176	168	0	0
105375267	0	0	0	0	115	144	117	0	0
105375268	0	0	0	0	3	1	4	0	0
64759	3409	3438	3040	2670	3637	3431	3753	1856	1986
109623468	0	1	0	2	0	0	0	0	0
101929086	0	0	0	0	10	6	6	0	0
401335	0	1	1	2	26	25	33	0	0
84847	5	3	13	16	54	56	65	3	7
168507	148	109	124	109	105	147	132	158	160
80099	0	1	0	0	2	1	0	0	0
3364	474	438	365	334	299	316	312	582	610
105375270	1	2	0	1	0	0	1	2	3
256979	2	1	0	2	1	1	1	0	5
136288	4	1	2	1	0	3	1	0	0
7378	1209	1217	1844	1655	936	934	1090	1891	1995
105375271	3	4	7	6	1	1	2	0	0
154664	83	100	83	88	85	106	117	166	195
105375272	0	0	0	0	0	0	0	0	0
105375273	0	0	0	0	0	0	0	0	0
168448	4	9	6	2	12	11	14	6	3
375567	0	0	0	0	0	0	0	0	0
11055	0	0	0	0	0	0	0	0	0
100130988	0	0	0	0	0	0	0	0	0
10320	0	0	0	0	7	13	19	0	1
63979	853	762	491	451	1144	1308	1264	1389	1586
1644	2	1	1	2	1	3	2	0	0
100129427	0	0	0	0	0	0	0	0	1
2887	25	25	49	47	3	3	3	41	40
23242	818	748	728	665	211	193	221	856	830
107986794	0	0	0	0	1	0	0	0	0
102723533	0	6	3	0	2	1	1	1	1
105375277	0	0	0	0	0	0	0	0	0
105375278	0	0	0	0	0	0	0	0	0
107986738	0	0	0	0	0	0	0	0	0
107986796	0	0	0	0	0	0	0	0	0
101928257	0	0	0	0	0	0	0	0	0
285877	0	0	0	0	0	0	0	0	0
105375282	0	0	0	0	0	0	0	0	0
105375283	0	0	0	0	0	0	0	0	0
401337	37	32	24	21	0	4	3	57	81
107986739	0	0	0	0	0	0	0	0	0
102723605	0	0	0	0	1	0	0	0	0
222008	0	0	0	0	0	0	0	0	0
285878	0	0	0	0	0	0	0	0	0
23480	700	600	448	368	765	903	1032	1684	1849
100996654	3	1	0	0	0	0	0	2	5
105375284	42	60	76	74	50	36	46	95	90
1956	6135	5817	8223	7711	3257	3446	4028	8645	8968
100507500	155	156	213	205	101	89	124	232	232
102725541	9	5	1	3	0	5	7	2	8
55915	760	759	338	307	202	183	205	1006	1149
81552	2677	2554	2186	1905	1338	1344	1390	3169	3521
107986798	7	15	4	4	6	1	1	3	4
105375287	0	0	0	0	1	3	6	1	0
360132	18	15	19	15	13	11	13	26	23
101060341	16	4	6	14	4	3	3	1	2
102723656	2	1	1	5	0	1	0	0	0
346288	0	0	0	0	0	0	0	0	0
349075	26	24	35	36	31	23	30	24	32
51373	583	540	303	299	428	472	533	840	833
2631	926	736	875	835	2315	2625	2441	1158	1263
5723	1332	1268	1332	1142	607	644	630	1238	1420
908	9125	8790	5050	4863	8354	8578	8591	14553	16064
109616964	6	1	1	2	5	3	1	4	1
677803	2	1	0	2	1	5	3	1	3
25870	1198	1171	2319	2007	1484	1334	1402	1491	1523
5260	257	240	425	388	306	267	248	276	276
51142	8445	8707	7901	6641	5784	5290	5684	11925	12998
389493	0	0	0	0	1	0	0	0	0
105375288	0	0	0	0	0	0	0	0	0
107986800	6	1	3	3	4	1	1	1	1
105375292	0	1	0	0	0	0	0	0	0
101930109	0	0	0	0	0	0	0	0	0
650226	0	0	0	0	0	0	0	0	0
100240728	0	0	0	0	0	0	0	0	0
222029	0	0	0	0	0	0	0	0	0
101928401	0	0	0	0	0	0	0	0	0
105375291	0	0	0	0	0	0	0	0	0
102723684	0	0	0	0	0	0	0	0	0
105375289	0	0	0	0	0	0	0	0	0
401357	0	0	0	0	0	0	0	0	0
105375294	0	0	0	0	0	0	0	0	0
105375295	0	0	0	0	0	0	0	0	0
100130849	0	0	0	0	0	0	0	0	0
100422917	0	0	0	0	0	0	0	0	0
90827	0	0	0	0	0	0	0	0	0
105375296	0	0	0	0	0	0	0	0	0
642006	0	0	0	0	0	0	0	0	0
105375297	0	0	0	0	0	0	0	0	0
105375298	0	0	0	0	0	0	0	0	0
105375299	0	0	0	0	0	0	0	0	0
100653233	0	0	0	0	0	0	0	0	0
100422939	0	0	0	0	0	0	0	0	0
441234	1	0	0	0	0	0	0	0	0
105375300	0	0	0	0	0	0	0	0	0
105375301	0	0	0	0	0	0	0	0	0
105375302	0	0	0	0	0	0	0	0	0
102723842	0	0	0	0	0	0	0	0	0
643955	0	0	0	0	0	0	0	0	0
102724738	0	0	0	0	0	0	0	0	0
100287704	0	0	0	0	0	0	0	0	0
101929114	0	0	0	0	0	0	0	0	0
101929088	0	0	0	0	0	0	0	0	0
101929050	0	0	0	0	0	0	0	0	0
101929022	0	0	0	0	0	0	0	0	0
100287834	0	0	0	0	0	0	0	0	0
100422848	0	0	0	0	0	0	0	0	0
105375313	0	0	0	0	0	0	0	0	0
105375314	0	0	0	0	0	0	0	0	0
105375315	0	0	0	0	0	0	0	0	0
107986730	0	0	0	0	0	0	0	0	0
107986806	0	0	0	0	0	0	0	0	0
105375318	0	0	0	0	0	0	0	0	0
100419780	0	0	0	0	0	0	0	0	0
100506050	0	0	0	0	0	0	0	0	0
105375317	0	0	0	0	0	0	0	0	0
442319	0	0	0	0	0	0	0	0	0
730291	0	0	0	0	0	0	0	0	0
105375319	0	0	0	0	0	0	0	0	0
168417	0	0	0	0	0	0	0	0	0
105375323	0	0	0	0	0	0	0	0	0
105375322	0	0	0	0	0	0	0	0	0
728927	1	0	0	0	1	0	0	0	0
105375321	0	0	0	0	0	0	0	0	0
105375324	0	0	0	0	0	0	0	0	0
649395	33	41	29	26	25	29	33	50	75
340252	183	168	138	130	200	302	258	405	387
100128885	0	0	0	0	0	0	1	0	0
641746	0	0	0	0	5	1	2	1	2
105375326	0	0	0	0	0	0	0	0	0
51427	417	328	290	293	192	191	241	487	596
102465505	0	0	1	0	0	0	0	0	0
7697	149	108	102	110	146	171	171	337	343
10793	97	81	59	58	100	109	147	211	195
441239	0	0	0	0	0	1	0	0	0
105375328	0	0	2	0	2	0	0	0	1
109504726	103	79	47	45	52	89	82	98	94
51351	103	90	45	41	52	88	70	92	97
2086	237	217	224	232	112	130	134	164	178
105375330	1	0	0	0	0	0	0	0	2
105375329	0	0	0	0	0	0	0	0	0
643180	63	52	33	48	76	70	72	51	35
109616965	0	0	1	0	0	1	0	1	2
109616962	0	0	0	0	0	0	2	0	0
285905	9	15	11	11	15	17	14	18	17
105375334	0	0	0	0	0	0	0	0	0
168374	127	110	68	100	227	267	290	555	473
101929322	0	0	1	1	1	0	0	1	0
105375333	0	0	1	0	0	0	0	0	0
441242	66	52	92	70	56	71	86	102	86
644619	12	6	8	12	7	8	12	9	4
643253	132	120	85	78	101	121	129	91	82
677807	1	2	5	0	1	4	2	3	4
109617022	0	1	0	1	0	1	4	0	2
84214	11	7	16	24	7	4	11	1	0
154807	1938	1767	1518	1361	1311	1474	1459	2744	3116
2990	794	747	1243	1061	1217	1134	1194	708	698
105375336	1	1	0	0	0	0	0	0	0
435	1025	1025	989	907	763	752	743	1085	1165
27297	2336	2210	1566	1457	819	881	957	2309	2403
8460	203	185	178	197	350	363	376	190	187
285908	54	62	77	70	37	37	54	22	27
100289098	8	9	29	20	55	65	61	5	11
493754	357	412	292	275	332	301	375	413	487
154881	190	179	429	400	186	200	201	151	141
100996437	29	28	38	31	17	11	19	35	29
27342	1114	941	908	956	846	849	916	1330	1405
107986707	0	5	8	4	0	0	0	0	1
729156	109	93	79	75	96	92	105	148	155
101929580	25	23	15	23	7	8	10	6	10
107983971	30	20	23	23	10	8	7	3	8
644794	64	53	77	73	28	34	40	12	15
55069	2249	2330	1984	1795	2041	1970	2163	2303	2482
112268006	45	33	30	25	27	37	29	31	33
51119	2104	1920	1545	1522	1111	1205	1197	4135	4274
55253	716	729	504	511	472	549	543	1055	1196
100616310	0	0	0	0	1	0	0	0	0
5382	57	76	59	49	50	46	46	60	75
64940	302	302	429	363	315	321	368	251	331
101929736	3	4	11	3	3	8	3	1	0
105375337	0	0	1	1	0	0	0	0	0
105375340	0	0	0	0	0	0	0	0	0
107986741	0	0	0	0	0	0	0	0	0
102723427	0	0	0	0	0	0	0	0	0
105375341	0	0	0	0	0	0	0	0	0
105375342	0	0	0	0	0	0	0	0	0
105375343	0	0	0	0	0	0	0	0	0
105375344	0	0	0	0	0	0	0	0	0
105375345	0	0	0	0	0	0	0	0	0
105375346	0	0	0	0	0	0	0	0	0
100507468	0	0	0	0	0	0	0	0	0
26053	724	717	730	734	251	262	273	659	603
107986708	2	0	1	0	0	1	0	2	4
107986709	3	1	0	0	0	0	0	0	1
105375347	0	0	0	0	0	0	1	0	0
64409	0	0	0	0	0	0	2	0	0
100500836	0	0	0	0	0	0	0	0	0
100500920	0	0	0	0	0	0	0	0	0
83698	0	0	0	0	0	0	0	0	0
441250	305	310	240	252	230	204	251	427	525
100616331	0	0	0	0	0	0	0	0	0
155370	577	568	309	361	302	383	347	1031	1071
441251	0	0	0	0	0	0	0	0	1
9883	4040	4258	3288	3027	2489	2284	2503	3478	3671
260294	354	359	482	449	344	309	395	142	153
378108	845	824	981	859	455	432	558	336	341
100101148	23	22	35	35	13	12	21	7	10
442578	347	337	386	300	240	225	319	187	194
100101440	25	34	32	26	47	58	50	43	25
728524	10	16	9	14	14	11	13	6	6
100996746	15	21	11	17	16	14	20	12	8
643862	31	32	37	41	56	45	58	15	22
100093631	1321	1156	1372	1299	2177	2475	2374	1332	1497
654816	0	2	0	1	3	0	0	0	0
55695	1788	1607	1609	1374	891	842	947	1744	1749
135892	0	0	1	1	0	1	0	0	0
8468	5	5	16	10	1	1	2	1	2
8326	2	0	0	0	10	6	5	0	0
9031	3397	3255	3015	2888	3110	3255	3556	5407	5621
9275	2019	1917	1420	1192	917	910	1018	1866	1926
26608	1199	1191	1055	839	1077	1175	1080	1508	1683
51085	32	24	35	37	371	402	369	5	2
155382	19	28	75	74	32	41	34	13	10
84277	423	401	293	242	292	222	250	436	417
114049	1938	1990	1960	1823	2716	2495	2633	1966	2022
6804	114	115	201	169	232	217	177	102	97
105375350	9	9	33	22	33	23	33	16	6
100422948	0	0	1	0	0	0	0	0	0
171022	2	2	5	0	4	3	3	0	0
83451	807	788	807	571	767	831	829	841	859
1365	28	23	48	46	82	103	109	13	9
1364	2392	2449	6295	5390	4222	4201	4376	2039	2160
155368	137	123	198	149	177	195	191	157	153
135886	7	14	17	17	46	39	39	6	0
2006	0	1	2	2	0	3	1	1	0
107986809	0	1	4	2	1	1	3	3	0
3984	2882	2803	3052	2698	1505	1380	1563	2084	2145
7458	15941	16069	12362	11040	15925	14910	16057	17967	19174
693175	8	18	9	6	10	4	13	5	4
7462	280	236	490	426	21	32	19	133	167
5982	2382	2343	1877	1593	1562	1370	1520	2252	2410
107986742	7	5	13	6	6	3	1	0	5
7461	1149	1149	2224	2100	1807	1598	1914	923	986
9569	383	370	527	480	654	623	676	223	229
113218504	1	0	3	1	0	0	0	0	1
2969	2816	2659	2477	2387	3564	3807	3783	2971	3155
101926943	493	474	424	417	722	631	664	687	700
653361	1	2	1	2	3	4	6	2	0
84163	30	36	35	42	44	33	53	35	37
442582	455	429	450	433	228	215	279	213	223
5383	31	42	36	42	104	97	95	46	34
105375352	0	0	0	1	1	0	1	0	0
729438	302	287	702	564	274	265	266	206	237
107986811	0	0	2	3	0	0	0	0	0
81554	2622	2713	1771	1462	2175	2086	2217	3203	3404
389524	66	92	109	90	175	141	176	129	134
654817	0	0	0	1	3	1	7	0	1
2970	1447	1329	1452	1362	2007	2264	2242	1450	1648
107986710	33	24	42	38	52	52	51	15	19
105180390	6	6	4	5	4	5	5	7	3
641776	6	10	7	6	7	5	6	5	7
105180391	7	7	6	4	6	6	5	4	1
5380	31	35	22	22	31	30	25	30	45
54441	470	417	440	414	294	273	301	251	252
541473	39	34	65	54	21	9	19	10	14
375593	10	11	27	21	2	4	8	6	1
155400	436	422	554	489	412	412	441	138	166
100101267	3541	3784	2578	2312	1710	1582	1886	2906	3206
442590	28	18	26	29	5	4	5	4	3
5387	177	192	142	128	146	117	136	121	101
3092	1876	1750	2327	2083	1252	1245	1302	1425	1608
10344	2	5	2	4	10	21	20	4	6
6369	0	0	0	0	0	0	1	0	1
57414	1663	1739	1565	1299	1332	1321	1394	1627	1693
5447	1798	1760	1761	1438	2583	2224	2396	1640	1812
100616270	1	1	0	0	3	0	1	2	1
677801	1	0	0	0	0	2	2	0	1
83862	479	492	714	708	418	406	464	356	318
51657	785	820	901	750	368	366	394	963	1072
4191	7646	7805	8715	7744	7105	6295	6659	7189	7790
101927126	3	5	4	4	6	14	9	6	4
222183	19	20	44	37	32	38	51	12	10
3315	8841	9065	9875	8548	7528	6783	7212	4392	4823
7532	10554	10057	6112	5545	10860	11110	11882	14131	15017
136853	33	20	18	14	43	29	36	36	30
7784	24	19	40	32	136	133	122	23	30
113878	1347	1228	1894	1607	726	624	700	891	783
619190	24	17	13	16	3	6	2	8	9
105375355	742	807	1395	1336	235	251	261	662	739
102723555	5	3	7	6	0	1	1	3	1
100133091	236	228	161	115	127	146	140	228	240
22932	181	208	125	106	111	105	104	186	213
105375356	16	20	15	8	7	9	8	7	14
107986712	0	3	4	2	0	2	3	2	1
107986713	0	1	0	0	0	0	0	0	0
105375358	0	1	0	0	0	0	0	0	0
105375361	4	1	5	0	0	1	2	1	1
441263	316	341	418	336	164	146	162	170	178
102723849	2	2	1	3	2	2	4	2	2
100132832	24	27	37	27	19	16	18	11	11
100505767	4	5	7	10	4	7	6	1	2
641808	29	18	52	48	11	5	11	18	20
57639	8	4	14	22	120	154	172	3	5
10875	2	0	3	1	1	0	0	0	0
105375359	0	0	0	0	0	0	0	0	0
102723791	0	0	0	1	0	1	5	0	0
54103	65	18	80	64	247	321	351	51	67
107986714	1	0	0	4	5	2	5	1	0
101927243	0	0	0	0	0	0	0	0	0
5782	1780	1540	1553	1593	2512	3144	3064	2537	2536
105375363	10	11	12	8	15	19	21	7	10
100505854	175	133	141	118	363	314	366	194	247
222194	520	485	446	462	578	574	681	771	809
85025	232	170	152	123	284	303	343	244	303
57157	1114	974	890	817	1573	1788	1828	1689	1759
105375368	0	0	0	0	3	3	4	0	0
9863	0	0	0	0	20	14	20	2	0
399670	0	0	0	0	0	0	0	0	0
100874021	0	0	0	0	0	0	0	0	0
105375366	0	0	0	0	0	0	0	0	0
100505881	0	0	0	0	0	0	0	1	0
105375369	0	0	1	0	0	0	0	0	0
105375370	0	0	0	0	0	0	0	0	0
105375371	0	0	0	0	0	0	0	0	0
105375372	0	0	0	0	0	0	0	0	0
2770	627	554	522	549	4715	5213	5281	1323	1346
107986743	0	0	0	1	0	1	3	0	0
107986744	1	2	0	0	6	4	5	3	9
105375373	0	0	0	0	0	0	0	0	0
101927269	0	0	0	0	0	0	0	0	0
346562	0	0	0	0	4	0	0	0	1
107986812	0	0	0	0	3	1	2	0	0
948	0	2	1	0	591	739	622	2	0
10512	466	376	500	554	1113	1221	1203	1020	1104
105369146	0	0	0	0	0	0	0	0	0
100128317	0	0	0	0	7	10	8	0	0
3082	0	0	0	0	7	6	5	2	0
781	0	0	0	0	253	292	304	0	0
101927356	0	0	0	0	1	0	1	0	0
107986813	0	0	0	0	0	3	0	0	0
105375376	0	0	0	0	0	0	0	0	0
27445	3	8	13	13	11	9	6	17	19
105375377	0	0	0	0	0	0	0	0	0
9723	68	47	31	33	328	371	384	46	79
105375378	1	0	0	0	0	1	1	0	0
107986745	0	0	0	0	4	0	0	0	0
10371	311	252	237	280	466	546	496	955	1054
101927378	0	0	0	0	0	0	0	0	0
223117	2	7	0	0	2	0	1	7	10
105375380	0	0	0	0	0	0	0	0	0
2913	2	0	1	0	1	1	0	1	2
105375382	0	0	0	0	0	0	0	0	0
112268007	0	0	0	0	0	0	0	0	0
107986814	0	0	0	0	0	0	1	0	1
222223	107	76	142	98	411	473	527	244	243
112268008	1	0	0	0	0	0	0	0	0
101927420	34	43	42	46	35	48	39	52	69
9988	587	480	413	448	1205	1472	1402	426	469
79161	449	464	542	500	580	606	580	614	608
105375384	20	11	15	10	18	17	25	7	2
11257	111	81	183	128	301	290	294	120	143
54677	249	201	144	162	317	418	411	376	395
5244	27	22	23	25	57	42	67	47	47
5243	0	0	1	1	10	10	23	2	5
154661	0	0	0	0	5	6	12	1	0
55972	577	505	576	582	800	984	1039	742	679
10926	810	699	487	583	1309	1536	1552	1813	1955
53616	583	543	671	686	493	578	642	831	877
105375386	2	1	6	4	0	0	1	6	2
6717	1495	1393	1676	1509	2060	2223	2266	1794	2069
102723885	281	278	344	304	477	428	485	431	518
79689	4	5	16	14	567	708	725	5	0
107986815	0	0	0	0	0	0	0	0	0
107986816	0	0	0	0	0	0	0	1	0
219578	0	0	0	0	2	0	0	0	0
219557	0	0	0	0	0	0	0	0	0
105375387	0	0	0	0	0	0	0	0	0
107986817	0	0	0	0	0	0	0	0	0
100874100	0	0	0	0	0	0	0	0	0
442523	0	0	0	0	0	0	0	0	0
26872	71	56	89	84	268	246	291	246	262
261729	0	0	6	2	113	117	124	4	4
107986819	2	0	0	2	7	7	14	0	0
79846	32	22	34	30	101	163	165	25	27
107986818	0	0	0	0	0	0	0	0	0
107986715	4	3	0	2	0	0	0	0	0
101927446	0	0	0	0	0	0	0	1	0
85865	533	485	293	280	460	614	639	1232	1345
112267985	1	2	4	2	5	4	10	13	8
101409256	0	0	0	0	0	0	3	0	0
9069	1153	945	1111	1081	1632	1883	1905	1590	1659
102723899	4	1	1	2	3	2	5	2	4
5218	12	11	9	11	126	138	150	8	14
8321	196	169	202	206	612	607	639	189	197
105375392	0	0	0	0	0	0	0	2	0
107986716	0	0	0	0	0	0	0	0	0
101927473	0	0	0	0	1	0	1	0	0
7978	299	295	110	128	446	568	543	697	655
112267986	11	14	20	11	9	7	11	24	28
10142	562	413	294	331	1407	1613	1793	2035	2235
1595	1709	1589	1215	1190	3129	3588	3552	2370	2578
613126	11	20	8	6	23	14	25	35	40
401387	0	0	0	0	1	1	1	0	1
889	710	620	497	556	972	1141	1207	1045	1080
100302218	1	0	0	1	0	0	0	0	0
54467	1789	1557	1625	1596	1889	2053	2169	2372	2465
105375396	0	0	0	0	0	0	0	0	0
57798	1178	1052	1335	1417	739	779	800	1540	1547
30816	0	1	3	1	0	0	0	1	0
5189	390	274	461	447	653	785	743	465	475
84060	238	255	216	207	145	206	184	351	379
257415	320	289	157	194	489	583	558	565	577
105375397	0	0	0	0	0	0	0	0	0
1021	1738	1403	2038	2022	821	914	1069	3405	3690
112268009	4	3	2	6	0	0	0	0	2
101927497	5	4	10	6	8	2	2	12	10
54809	413	311	286	294	1282	1591	1550	1946	1966
219285	0	1	1	1	380	518	477	0	0
253012	0	0	0	0	0	0	2	0	1
55610	282	260	164	173	350	444	393	683	726
799	1	2	1	1	10	2	4	3	1
724023	0	0	0	0	0	0	0	0	0
574442	0	0	0	0	0	0	0	0	0
105375400	0	0	0	0	1	0	0	0	0
100616206	0	3	0	0	0	0	0	0	0
7980	0	3	1	1	6	4	6	0	0
105375401	0	3	1	2	6	8	8	2	3
2792	2	0	1	2	7	7	10	3	2
105375402	0	0	0	0	0	0	0	0	0
2791	85	79	97	67	80	79	75	119	128
10282	295	230	279	251	450	605	543	528	587
105375403	0	0	1	0	3	7	2	2	0
107986820	3	6	2	0	4	14	9	5	3
112267858	0	0	0	0	0	0	0	0	0
107986821	0	0	0	0	0	0	0	0	0
101927525	0	0	0	0	0	0	0	0	0
1278	0	0	0	0	5	5	6	5	11
105375404	1	5	0	1	4	3	13	2	4
64921	245	208	184	215	281	360	359	450	387
8910	3	2	4	3	39	33	48	0	1
23089	2	4	2	3	2644	2603	3017	2	9
55607	0	0	0	0	0	0	0	0	0
105375405	0	0	0	0	0	0	0	0	0
5444	0	0	0	1	5	7	11	0	0
5446	0	0	0	0	63	71	65	0	0
107986822	0	0	0	0	27	30	22	0	0
5445	156	159	129	126	683	768	732	245	274
107986823	0	0	0	0	1	1	2	0	0
51666	0	0	0	0	4	10	6	0	0
5166	0	0	0	0	0	1	0	0	0
107986824	0	0	0	0	0	0	0	0	0
107986746	0	0	0	0	0	0	0	0	0
105375409	0	0	0	0	0	0	0	0	0
1780	18	21	14	7	7	6	9	18	26
10165	997	911	441	456	1046	1064	1140	1010	1138
693176	0	0	0	0	0	0	0	0	0
105375410	0	0	0	0	0	0	0	0	0
105375411	0	0	0	0	0	0	0	0	0
7979	628	588	400	422	1700	1815	2039	1148	1225
105375412	0	0	0	0	0	0	0	0	0
107986825	0	0	0	0	0	0	0	0	0
105375414	0	0	0	0	0	0	0	0	0
285987	0	0	0	0	47	41	50	0	0
1750	0	0	0	0	126	100	126	1	0
1749	0	0	0	1	35	38	46	0	0
57001	220	214	131	152	502	493	547	391	354
107984034	12	11	4	6	16	18	27	23	23
105375417	0	0	0	0	0	0	0	0	0
107986826	0	0	0	0	0	0	0	0	0
105375416	0	0	0	0	0	0	0	0	0
6863	0	0	0	0	0	0	0	0	0
440	509	468	1866	1775	1046	1305	1291	821	905
107986827	480	450	1632	1537	1081	1350	1336	808	882
100847066	0	0	0	0	0	0	0	0	0
100847017	0	0	0	0	0	0	0	0	0
389538	91	104	118	104	217	224	260	110	93
4951	0	0	0	0	0	0	0	0	0
22853	1187	1191	1230	1108	956	1046	1004	1067	1108
168620	0	0	0	0	1	1	0	0	0
25851	316	258	399	322	124	124	124	202	205
25798	738	793	991	802	589	515	587	578	581
55971	950	872	1008	899	1334	1306	1365	718	711
4885	0	0	0	0	0	0	0	0	0
105375419	0	0	0	0	0	0	0	0	0
105375418	0	0	0	0	0	0	0	0	0
222865	0	1	1	0	0	0	2	1	1
8295	2758	2893	2809	2410	1342	1476	1692	1794	1879
100500819	0	0	0	0	0	0	0	0	0
106633801	0	0	0	0	0	0	0	1	0
101927550	123	125	120	105	109	112	110	95	94
57154	795	841	975	887	1307	1232	1283	689	764
402569	1	0	3	3	8	15	10	1	0
84176	23	18	10	17	2	5	4	69	73
105375421	6	6	1	4	3	1	4	11	9
10552	2473	2505	2252	1972	2644	2585	2680	2476	2577
10095	2981	2957	2948	2656	5757	5481	5810	3128	3171
11333	3788	3734	3307	3059	2731	2648	2873	3905	4157
8896	782	808	820	737	656	664	726	920	983
113219453	77	91	113	92	61	45	70	124	139
100526740	1031	1058	892	781	1287	1252	1339	1150	1297
26024	411	427	384	345	408	409	437	383	426
10898	951	918	766	697	931	939	984	673	720
9551	944	970	778	716	1022	999	1087	958	1072
100189190	0	0	0	0	0	0	0	0	0
285989	149	131	139	149	112	117	125	81	65
84124	322	312	216	205	283	284	270	329	353
23660	302	329	254	213	314	337	359	357	459
221786	147	164	117	113	269	262	272	243	255
105375422	0	1	0	0	0	0	0	0	0
79027	639	632	581	547	483	578	617	627	589
100289187	193	176	187	177	254	341	357	250	274
221785	448	439	314	317	460	400	426	504	528
1577	21	18	20	21	38	38	62	43	44
100861540	0	2	2	1	1	2	2	0	1
1551	0	2	2	1	2	2	4	0	1
1576	0	0	2	0	2	0	0	0	0
64816	0	0	0	0	0	0	0	1	0
81392	0	0	0	0	0	0	2	0	0
89122	131	154	391	361	375	419	414	215	225
101927610	4	2	1	3	5	4	14	2	8
349149	0	1	0	0	1	0	2	0	1
563	1	0	2	4	0	1	0	0	0
646282	0	0	0	0	0	0	0	3	0
105375423	0	0	0	0	0	0	0	0	0
7586	665	540	804	791	1111	1226	1368	840	907
7589	65	76	67	61	139	125	157	51	69
7551	462	436	481	434	559	451	537	358	407
10980	2068	2192	2018	1780	2378	2351	2492	2412	2692
4176	7670	8166	6162	5300	7617	7040	7705	7630	8214
407014	34	34	22	27	49	43	61	15	12
407050	6	3	1	2	7	4	6	2	4
406900	4	6	1	0	3	7	2	2	3
9179	391	410	389	333	417	382	392	306	311
6878	1015	1075	1064	927	1148	1063	1101	893	867
245812	58	43	67	63	256	213	254	47	67
255374	17	16	13	12	22	36	41	9	9
389541	614	634	555	424	893	839	959	721	824
55262	372	339	363	322	227	238	227	212	232
100616439	18	19	29	23	16	16	15	12	17
79690	3	1	1	6	8	16	12	1	0
221914	4	8	5	13	32	51	26	2	0
10734	18	29	68	53	81	71	72	12	9
352954	105	121	240	207	259	256	244	59	51
79037	12	26	40	55	36	32	30	5	5
107986828	12	18	30	28	36	34	33	10	9
105375427	0	0	0	2	0	0	0	0	0
105375426	0	0	0	1	3	0	2	0	0
441272	40	57	44	48	136	137	136	57	40
5379	145	149	145	153	313	294	326	159	158
101752399	525	510	537	494	820	793	844	122	109
101735302	51	62	59	57	101	91	101	25	22
101752334	136	145	150	146	234	199	225	23	30
102466747	13	9	12	8	16	19	22	2	2
29990	179	148	174	145	238	253	262	46	37
29992	1	0	7	5	1	4	10	0	0
55063	290	288	192	185	221	139	158	375	434
56257	1683	1745	1298	1118	913	761	801	1813	1937
221908	340	360	361	311	280	260	326	165	202
101927632	340	356	359	311	277	260	323	165	203
402573	4	9	6	2	6	15	11	2	7
81628	420	427	766	631	457	375	457	312	399
222950	13	8	69	64	29	37	32	2	3
107986829	0	0	0	0	1	0	0	0	0
3268	387	390	449	411	235	215	267	305	332
100316904	22	24	33	28	23	25	31	9	7
4034	496	504	659	561	546	480	525	312	335
101927655	78	85	110	102	81	75	81	41	41
26261	9	7	9	8	8	10	10	1	3
100129845	4	2	3	6	10	14	18	1	1
5118	43	50	97	104	128	128	120	27	29
64598	171	172	246	265	294	253	264	136	121
7036	19	13	14	16	212	164	184	10	4
51412	0	0	0	1	0	0	0	0	0
105375429	0	0	0	0	0	0	2	0	0
2783	2456	2456	2393	2146	3212	2872	3238	2073	2223
64599	665	712	944	885	1348	1272	1461	262	226
10248	984	1108	829	705	646	560	654	1077	1199
2056	0	0	9	9	10	7	10	2	1
7455	4	2	2	4	0	5	7	0	0
2050	1268	1369	1946	1539	1518	1378	1526	922	1011
56996	667	653	592	524	514	498	546	546	576
105375430	17	4	16	20	12	9	11	6	11
107986830	4	1	2	4	0	1	5	2	0
