GeneID	GSM6311037	GSM6311038	GSM6311039	GSM6311040
10060	0	0	0	0
55907	780	761	706	665
105369690	4	5	2	7
107984497	0	0	0	0
6489	0	0	0	0
112268093	0	0	0	0
105369151	0	0	0	0
9847	592	547	427	459
105369692	0	0	0	0
105369691	0	1	0	0
55500	552	423	521	448
107984516	0	0	0	0
101928441	0	0	0	0
6660	0	0	0	0
105369697	0	0	0	0
105369696	0	0	0	0
100126320	0	0	0	0
101928471	0	0	0	0
144360	0	0	0	0
105369698	0	0	0	0
586	1	3	1	2
105369699	0	0	0	1
107984475	0	2	0	0
196415	0	0	0	0
645177	0	0	0	0
4033	0	0	0	0
55259	2	0	1	0
144363	91	86	92	95
3845	884	718	672	664
105369701	0	0	0	0
160492	0	0	0	0
100422897	0	0	0	0
100506451	7	11	19	14
11228	428	387	230	266
107984501	0	0	0	2
79365	31	43	78	63
8082	3	6	4	6
101928554	0	0	0	0
105369705	0	1	0	0
105369704	0	0	0	0
107984482	0	0	0	0
3709	358	345	309	362
105369706	2	0	0	0
55726	793	678	495	570
26127	359	299	205	254
51768	1805	1843	2106	1761
9412	630	571	384	411
728858	0	1	0	0
23012	418	323	336	281
56938	1467	1302	1157	1201
101928646	54	49	42	52
341346	7	1	1	4
8496	1506	1330	1580	1595
107984461	16	15	10	4
387849	11	18	11	13
60488	1743	1498	1293	1334
100287284	6	3	0	1
57542	1009	992	956	846
105369709	0	0	0	0
5744	1017	991	685	647
105369710	0	0	0	0
107984462	0	1	0	0
729291	30	37	30	20
55297	259	238	167	201
101928705	5	12	7	5
105369711	0	0	0	0
101928735	0	0	0	0
55711	11	6	5	3
100506606	3	1	0	1
51290	528	485	285	307
101055625	0	0	0	1
341350	0	0	0	0
83857	4	0	2	0
105369714	0	0	0	0
105369715	0	0	0	0
105369716	0	0	0	0
105369717	0	0	0	0
105369718	0	0	0	0
105369719	0	0	0	0
105369720	0	2	3	2
10526	1654	1557	1427	1337
65981	296	302	320	292
645485	0	0	0	1
100287314	108	154	146	145
107984476	0	0	0	0
441631	5	3	5	7
100506660	28	26	52	40
1663	2210	2246	1570	1446
144203	3	1	2	2
58516	1714	1667	1980	1803
79857	7	10	6	3
101929027	0	0	0	0
160518	458	463	467	488
100874249	19	29	16	19
254013	11	22	21	16
196394	1	1	0	1
105369722	0	0	0	0
105369724	1	1	2	0
107984470	0	0	0	0
440093	3	0	2	2
107984532	0	0	0	0
105369723	0	0	1	0
105369725	1	2	1	1
55196	110	94	68	86
102724618	0	1	0	0
107984473	0	0	1	0
636	410	381	520	430
121512	286	243	365	375
10059	1510	1492	1010	1052
51067	923	840	607	584
5318	3093	2846	2084	1916
341359	0	0	0	0
105369726	0	0	0	0
84920	311	269	307	244
107984469	1	1	8	1
144245	459	389	379	385
144402	311	264	355	396
107984504	10	13	25	38
107984484	0	0	0	0
105369730	0	0	0	0
55605	312	285	207	233
101927019	2	4	2	1
225	0	0	0	0
283461	1	0	1	0
114134	43	51	75	68
112268095	1	0	0	0
101930164	0	0	0	0
105369734	0	0	0	0
107984474	0	0	0	0
105369735	0	0	0	0
120892	0	1	0	0
105369736	0	0	0	0
283463	0	0	0	0
1272	0	1	1	0
107984496	0	0	0	0
29951	0	0	0	0
107984499	0	0	0	0
107984498	0	0	0	0
101927038	0	0	0	0
105378247	0	0	0	0
283464	333	268	180	174
10138	160	164	154	137
85437	440	328	409	396
102467003	0	0	2	0
51535	815	832	568	559
144165	719	726	334	279
101927058	0	0	0	0
105369738	0	0	0	0
105369739	0	1	0	0
105369740	0	0	0	0
80070	9	4	1	11
83448	439	383	239	222
51135	117	93	109	146
5756	1694	1426	921	964
84216	58	64	72	55
4753	9	5	7	10
440097	0	0	0	0
105369742	0	0	0	0
83956	1	0	0	0
51054	44	35	42	45
196527	1388	1294	1936	1774
105369743	0	0	0	0
105369744	0	0	0	0
400027	101	89	91	89
196528	233	258	222	235
105369745	5	3	2	4
9169	932	777	439	529
81539	3254	3117	2978	3017
105378248	24	14	11	8
54407	2237	2010	3698	3739
102723757	4	2	3	1
100288798	21	11	28	33
55089	0	1	0	1
107984466	0	0	0	1
347902	995	884	548	514
91523	143	155	102	115
100616486	0	0	0	0
100233209	0	0	0	0
105369746	0	0	0	0
105369747	7	3	11	5
107984528	1	0	2	0
100616478	0	0	0	0
111082992	0	0	2	0
79657	502	429	222	292
105369748	23	29	28	20
8909	0	2	2	0
10411	60	80	112	103
55652	449	386	693	569
51564	1325	1288	980	950
107984503	1	5	2	0
7421	1020	1168	1155	1009
79022	1694	1870	2023	1711
1280	0	0	0	1
105369752	0	0	0	0
105369750	0	0	0	0
29843	519	494	475	460
5213	1200	1114	1203	1079
102466657	0	0	0	0
140461	253	282	273	222
387856	0	0	0	0
102725258	0	0	0	0
121275	0	0	0	0
105369753	0	0	0	0
341567	0	0	3	0
121274	171	153	190	194
121273	0	1	3	1
23519	0	0	0	0
341568	0	0	0	0
3906	0	0	0	0
54934	416	416	476	377
677815	1	1	0	0
100302221	1	1	0	0
677793	3	1	1	1
677794	3	3	6	1
904	1040	956	982	959
255411	57	56	121	127
112	355	307	695	633
100616262	0	0	2	1
100506125	0	2	5	1
101927241	0	0	1	2
784	376	380	579	455
9416	2373	2467	1715	1720
105369755	84	107	73	61
27289	24	15	32	30
85478	6	8	26	31
51303	119	131	113	85
377	4330	4454	4159	3668
7480	79	85	106	106
7471	0	0	0	0
105369757	0	0	0	0
105369756	0	0	0	0
23109	25	17	11	5
105369758	63	73	57	45
5571	1101	1111	1168	955
8085	3377	3572	4106	3629
121268	32	26	74	46
50846	1	0	0	3
105369759	0	0	0	0
55716	131	153	257	247
10376	51586	54663	29016	25870
105369760	2	0	7	7
7846	4530	5219	2817	2179
84790	18204	18537	9099	8384
101927267	47	46	41	17
5630	0	5	8	0
10024	769	853	886	676
338761	10	12	31	34
79962	168	159	198	162
65244	446	431	677	599
100335030	0	2	0	1
23416	436	500	619	579
105369761	5	1	10	2
10445	1459	1531	1112	954
84070	18	25	13	14
25766	236	252	343	320
91010	259	249	322	308
7009	9433	8983	10614	9357
57701	880	930	736	682
100286844	32	26	32	32
144233	54	38	56	40
23017	1	0	0	0
283332	0	0	0	0
101927292	0	0	0	0
105369763	0	2	0	0
359	0	0	0	1
101927318	1	5	4	0
362	0	3	2	0
105369764	0	1	0	1
363	2	2	1	1
102723963	0	0	0	0
29127	2720	2580	2058	1962
41	184	188	494	407
6602	1929	1937	1343	1252
2819	1	2	1	1
84987	410	380	469	374
91012	400	365	393	378
51474	3696	3351	2863	3064
100302220	0	0	0	0
107984505	7	7	6	4
121006	1	2	2	1
113251	1259	1152	842	883
106633800	7	2	3	2
57609	1113	1101	1181	1103
466	312	302	238	255
283471	0	0	0	0
25840	30	32	77	70
613227	1	0	0	1
4891	455	378	544	529
25875	564	591	790	753
81566	332	323	309	285
7024	978	970	705	671
5463	72	77	100	89
9802	2858	2834	2294	2188
57228	314	313	313	254
102723983	58	55	72	68
51411	0	1	1	0
105369767	0	0	0	0
1990	0	0	0	0
11226	323	303	432	373
9498	4	4	9	5
107984508	0	0	0	0
105369768	0	0	0	0
6334	407	345	452	406
401720	1	0	1	0
105369971	0	0	0	0
341405	0	0	0	0
94	0	0	0	0
91	507	487	547	454
692159	5	3	7	6
160622	16	12	16	10
3164	201	170	364	307
107984510	1	0	3	3
60673	954	1001	972	878
113523638	0	0	0	0
26628	0	0	0	0
112268096	0	0	0	0
105369771	0	0	0	0
144501	3781	3778	4233	3525
283403	0	1	0	2
283404	0	0	3	3
3855	43	41	134	121
109729127	26	18	66	60
85349	2	8	6	9
3892	12	23	111	79
3887	54	39	840	783
3889	0	0	8	11
3891	0	0	0	0
3890	2	0	0	1
3888	0	0	0	0
9119	0	0	1	0
3854	10	9	14	0
286887	23	73	34	34
3853	920	974	794	716
3852	19094	19296	16085	14177
112802	0	0	1	0
121391	0	0	0	1
140807	0	0	0	0
319101	0	0	0	0
100127967	0	0	0	0
105369772	0	0	0	0
3849	0	0	0	0
3848	0	0	0	0
374454	0	0	0	1
51350	2	0	0	0
3850	12	9	10	9
3851	1	0	2	0
338785	0	0	0	1
196374	35	21	35	24
3856	56168	55774	59727	50987
113218482	4216	4023	3987	3337
3875	29296	29678	38313	33497
1975	8344	8378	8870	8349
283335	36	45	47	53
23371	56	69	53	62
102466193	0	1	0	0
84926	862	941	749	640
3489	951	939	1565	1308
8435	2	3	0	0
51380	160	170	168	166
283337	605	652	927	886
3695	5	8	7	6
5916	1318	1154	1434	1306
84975	619	640	351	322
9700	1565	1585	1316	1119
5204	1895	2048	1710	1579
112268097	368	366	278	288
60314	1135	1093	981	879
8086	1101	1114	1044	921
121340	0	0	0	1
6667	1697	1613	1776	1739
269	0	2	1	1
54458	2015	2066	2011	1959
5094	7124	7218	6240	5507
102157401	749	779	649	511
7786	303	323	450	451
6895	578	608	415	379
114108587	84	89	99	98
8620	6	10	5	7
11016	326	310	434	428
100652999	88	71	126	107
517	2146	2128	2052	1847
57658	127	128	260	268
105369774	0	0	1	1
102216268	0	0	0	0
105378250	0	0	0	0
107984525	1	0	0	2
100874366	24	28	14	21
3229	144	159	135	129
105369775	0	0	0	0
3228	2	0	0	0
100124700	1	5	4	3
3227	3	0	5	8
100874365	0	1	3	3
3226	14	13	19	14
406973	0	0	0	0
100874364	22	11	34	27
100874363	9	13	27	24
3225	103	101	130	117
107984512	23	29	24	37
3224	35	21	24	30
3221	15	22	32	34
3222	6	9	11	9
3223	30	26	42	57
693200	0	0	0	0
440101	1	2	1	2
100240735	0	0	0	0
100240734	0	0	0	0
23583	753	786	815	774
400043	0	1	4	0
105369776	0	1	5	0
102724030	0	1	0	3
105369777	0	0	0	0
23468	2637	2444	2267	2248
100616400	33	38	32	42
112935960	14	21	12	13
3178	14603	14144	9113	8790
4778	0	1	6	10
22818	1964	2004	1819	1684
442892	0	0	0	0
102724050	20	21	32	21
53831	1	0	1	0
25946	544	505	859	753
3678	533	593	957	845
121355	0	0	0	0
3071	0	0	0	0
5153	0	0	0	0
5502	0	0	0	0
644076	0	0	0	0
90070	0	0	0	0
117159	0	0	0	0
118430	0	0	0	0
9840	0	0	0	0
107984515	0	0	0	0
58158	0	0	0	0
101927484	0	0	0	0
441639	0	0	0	0
121364	0	0	0	0
254783	0	0	0	0
283365	0	0	0	0
390321	0	0	0	0
254786	0	0	0	0
390323	0	0	0	0
403282	0	0	0	0
390326	0	0	0	0
341416	0	0	0	0
390327	0	0	0	0
403284	0	0	0	0
341418	0	0	0	0
121129	0	0	0	0
121130	0	0	0	0
196410	0	0	0	1
3679	12	18	14	9
100528022	190	200	224	166
2647	208	208	251	180
5959	24	29	15	11
967	2378	2411	2183	1907
105369779	47	60	42	30
10220	596	671	623	534
84324	780	809	523	528
29095	405	408	315	314
85406	789	893	976	904
440104	211	211	272	224
4327	41	41	71	51
84305	563	558	456	404
1606	480	463	864	828
6490	23	13	49	43
1017	1805	1707	1390	1286
5869	912	931	1025	992
6821	761	782	786	702
64375	202	167	118	124
105369781	6	2	4	1
105369780	171	169	83	68
6231	3740	3801	2646	2326
2065	873	853	1327	1228
105369782	81	69	104	92
5036	9184	9363	6710	5979
6171	18762	19914	20456	18400
84872	73	80	65	94
23344	4105	4280	3174	2803
107987175	131	157	175	173
140465	800	792	915	883
4637	4713	4832	3927	3512
6601	2104	2188	1930	1758
100189152	0	0	0	0
107984468	0	0	0	0
10193	668	714	774	620
79035	1358	1456	1555	1334
283375	2	8	14	5
283373	3934	4016	3458	3018
93058	140	162	200	180
1431	5104	5219	3956	3583
10330	813	836	789	665
112268098	27	28	12	19
9924	248	218	381	319
51561	25	14	25	25
6773	833	879	1251	1114
319	0	1	1	0
8914	2128	2070	1847	1664
4284	10	3	0	2
283377	320	433	301	249
27165	34	46	103	97
106635541	1	1	0	0
5939	1785	1710	2005	1782
11176	2945	3005	3765	3240
506	15224	15228	14917	13181
692090	1	0	2	2
26789	4	3	1	2
10728	6187	5164	3873	3591
4666	6224	5522	4504	4336
5557	693	707	552	491
8630	42	29	31	29
121214	0	0	0	0
8608	3	1	10	3
11318	2	2	5	9
9880	359	366	416	400
6866	0	0	0	0
4640	2	0	1	7
23306	975	929	941	939
4665	915	934	674	573
6778	1496	1436	1218	1072
4035	947	961	2429	2102
105751187	6	12	27	19
100302201	1	0	0	0
11247	191	230	370	304
6472	2879	2963	2933	2510
56901	19	19	65	63
246329	10	6	32	18
22864	543	570	942	865
3626	1	1	6	3
83729	1	0	4	4
2735	18	16	33	37
64333	5	0	1	4
4141	5460	5358	6545	5836
102465454	8	6	14	8
1649	113	103	285	223
693201	1	2	2	3
114785	850	858	1020	875
10540	1496	1507	1668	1384
3798	1	0	5	1
79837	1367	1374	1280	1115
196403	102	118	111	89
115557	40	38	123	101
101927583	2	1	0	1
65012	117	137	58	60
2583	784	879	611	583
10956	2041	2119	2198	1899
116986	472	484	546	429
100130776	277	273	248	187
6302	1170	1154	1025	870
1019	3703	3675	3042	2569
102466729	1	0	2	1
92979	286	243	612	604
1594	35	62	47	54
4234	343	357	140	131
25895	156	135	195	211
10102	700	709	539	480
10677	15	13	16	17
10106	1299	1253	2003	1812
407016	0	2	0	1
105369783	1	0	4	1
283387	0	0	0	0
101927608	0	0	0	0
100506844	10	12	28	29
91419	184	141	131	104
105369784	0	0	0	0
105369785	0	0	0	0
105369786	0	0	0	0
105369787	0	0	0	0
105369788	0	0	0	0
105369789	0	0	0	0
101927653	0	0	0	0
100506869	0	0	0	0
121227	128	127	166	165
105369791	0	1	0	0
105369792	0	0	0	0
9194	0	0	0	0
105369793	0	0	0	0
338811	6	0	2	1
9958	543	475	353	373
102465133	13	19	17	8
23041	826	741	729	731
283416	14	18	4	1
406891	0	1	0	1
57460	230	243	417	357
105369795	0	1	0	0
552	0	0	0	0
105369797	0	0	0	0
283417	0	0	0	0
10329	294	309	239	240
104169670	18	18	18	15
113218505	48	37	40	43
57522	939	923	1092	1023
105369801	2	1	1	1
105369798	0	0	0	3
144577	327	278	338	288
115749	0	0	0	0
11260	4769	4507	4960	4929
29110	451	423	277	341
105369803	0	0	0	0
107984521	0	0	0	0
105369804	0	2	2	1
283349	802	884	666	658
100500856	0	0	0	0
693129	0	0	0	0
2799	2233	2059	2153	2047
23329	256	235	227	222
400046	2	0	0	0
109729131	0	0	0	0
107984522	0	0	0	0
11197	0	0	0	0
23592	785	699	476	432
253827	344	377	262	243
100507065	9	7	9	5
105369809	1	1	2	1
105369187	0	0	0	0
105369808	0	0	0	0
105369807	31	23	22	25
105369806	0	0	1	0
204010	7	9	10	7
8091	773	777	449	408
100129940	8	8	1	3
102464827	0	0	0	0
105369810	0	0	0	0
84298	1190	1072	607	561
103625681	5	2	4	3
51643	354	320	292	270
11213	0	0	1	1
102465249	0	0	0	0
92797	86	80	91	81
23426	25	30	26	37
105369811	1	2	1	1
102724421	0	0	0	0
55832	2690	2432	1802	1897
105369813	0	0	0	0
105369812	0	0	0	0
102724433	0	0	0	0
100507175	0	0	0	0
105369815	0	0	0	0
8445	810	803	731	699
105369816	5	3	1	5
101927901	0	1	0	0
107984531	0	0	0	0
107984526	1	0	0	0
101927922	0	0	0	0
100885789	0	0	0	0
3458	0	0	0	0
105369818	1	1	0	1
55801	0	0	0	0
50616	0	0	0	0
56890	183	163	125	128
105369819	2	1	1	0
100507195	0	0	0	0
5908	1854	1564	1149	1096
100379132	0	0	0	0
100507250	0	0	2	4
57122	1595	1464	1023	1115
55508	589	569	552	461
105369820	5	0	9	11
100130075	0	0	5	3
4193	1785	1572	1093	1050
1368	62	44	28	33
107984471	0	0	0	0
11052	2307	2138	1339	1281
100302182	15	10	10	11
4069	0	0	0	0
8089	503	438	328	306
105369822	0	0	0	1
10818	576	533	400	387
109623461	0	0	0	0
100500903	0	0	0	0
100500868	0	0	0	0
10576	8124	7674	5201	4823
376132	0	0	0	0
105369823	1	3	1	2
144453	11	17	26	12
101928002	0	0	0	0
117177	509	443	509	472
196446	0	0	0	0
105369826	0	0	0	0
101928062	23	22	38	53
4848	951	902	703	688
27345	97	105	155	126
105369827	30	29	11	11
5787	122	88	91	73
105369828	12	15	21	27
5801	29	33	29	43
7103	0	0	0	0
105369831	0	0	0	0
105369832	0	0	0	0
8549	0	0	1	0
105369833	0	0	0	0
196441	438	448	464	563
107984529	5	6	8	4
83591	35	27	29	51
55266	655	597	430	374
107984530	0	0	0	0
23011	1035	999	682	677
64786	496	453	406	442
729633	0	1	0	0
121278	0	0	0	0
29953	0	0	0	0
283392	0	0	0	0
105369838	0	0	0	0
101928137	0	0	0	0
105369839	0	1	2	0
105369840	0	0	0	0
105369841	0	0	0	4
100507377	114	140	83	73
107987178	0	0	0	0
552889	1352	1382	1072	1070
101929967	0	0	0	0
105369842	0	0	0	0
105369843	0	0	0	0
3747	0	0	0	0
100130268	0	0	0	0
107983975	0	0	0	0
84698	31	29	40	26
256710	16	13	18	18
144321	1	0	2	3
11010	820	695	709	670
11103	796	683	481	506
105369844	0	1	1	3
107984533	0	0	0	0
105369846	0	0	0	1
105369847	0	0	0	0
22822	2776	2727	2573	2369
4673	4461	3988	3396	3512
105369848	4	4	1	2
79738	172	196	170	170
114882	624	543	486	417
105369850	9	9	6	6
105369851	0	0	0	0
23390	280	238	156	159
1466	146	130	127	118
144455	920	899	888	802
105369853	0	0	0	0
105369854	0	0	0	0
105369855	0	0	0	0
105369856	0	0	0	0
89795	19	37	63	91
105369860	0	0	0	0
105369859	0	0	0	0
6857	47	39	73	68
105369863	2	1	0	0
100302136	0	0	0	0
5074	1846	1644	1620	1605
105369864	1	0	0	0
4659	575	539	297	363
105369865	16	9	5	9
283310	1	0	0	0
374462	0	0	0	0
105369867	0	0	0	0
4618	0	0	0	0
4617	0	0	0	0
101928420	0	0	0	0
8825	0	0	0	0
693202	0	0	0	0
105369869	0	0	0	0
693203	0	0	0	0
79611	0	0	0	0
107984535	0	0	0	0
100616133	0	0	0	0
8499	0	0	0	0
102724663	0	0	0	0
105369872	0	0	0	0
101928449	0	0	0	0
105369873	0	0	0	0
29080	280	253	210	178
84190	34	35	16	9
107987180	0	0	0	0
107984487	0	0	0	0
160335	84	73	100	107
105369874	0	0	0	0
107984536	0	0	0	0
105369875	0	0	0	0
55117	0	0	0	0
102724680	0	0	0	0
144448	0	0	0	0
84125	0	0	0	0
8092	0	0	0	0
105369876	1	4	4	0
107984537	0	0	0	0
9182	0	0	0	0
4922	0	0	0	0
25834	0	0	1	0
105369877	0	0	0	0
113839519	0	0	0	0
105369878	0	0	0	0
105369879	0	0	0	0
107984478	0	0	0	0
105369880	0	0	0	0
105369881	0	0	0	0
110806294	0	0	0	0
400058	0	0	0	0
160419	0	0	0	0
107984542	0	0	0	0
91298	389	347	199	210
80184	112	71	72	76
160418	508	412	214	263
4254	300	248	130	122
105369885	12	2	5	7
105369886	0	0	0	0
105369887	0	0	0	0
728084	0	0	0	0
105378255	0	0	0	0
1848	97	86	115	101
282809	197	198	259	253
100528030	70	84	45	44
8693	68	78	27	28
109729146	20	16	26	10
490	549	581	404	467
338758	12	11	13	12
107984543	0	0	0	0
105369890	0	0	0	0
105369891	0	0	0	0
105369892	0	0	0	0
105369893	0	0	0	0
102724834	0	0	1	0
105369895	0	0	0	0
439916	0	0	0	0
196477	0	0	0	0
1833	0	0	0	0
11081	0	0	0	0
4060	0	1	0	0
1634	0	0	0	0
105369898	0	0	0	0
107984544	0	0	0	0
105369897	0	0	0	0
105369896	0	0	0	0
105369900	0	0	0	0
105369901	0	0	0	0
256021	0	0	1	0
694	168	180	526	446
101928617	0	1	0	0
107984023	0	1	0	0
101930023	0	0	0	0
105369903	0	0	0	0
105369902	0	0	0	0
107984467	0	0	0	0
574016	0	0	0	0
574028	0	0	0	0
100507616	0	0	0	0
105369904	0	0	0	0
105369905	0	0	0	0
338809	0	0	0	0
440107	0	0	0	0
8411	333	251	229	273
105369906	0	0	0	0
643339	0	0	0	0
105369907	0	0	0	0
105369908	0	0	0	0
102724933	0	0	0	0
105369909	0	0	0	0
11163	581	593	504	503
7334	2124	1960	1279	1256
112267866	8	8	15	14
28977	1102	1003	726	742
144481	34	42	35	30
8835	957	894	883	808
8738	99	108	80	73
101928731	0	0	0	2
105369911	4	1	1	1
105369912	0	0	1	0
105369913	0	0	0	0
10154	12	12	4	5
51134	199	173	130	160
144486	13	8	12	15
102724960	0	1	0	2
100847031	1	0	0	0
57458	616	566	669	627
102465834	25	27	25	22
105369914	35	45	27	18
574449	0	0	0	0
160313	0	0	0	0
105369915	6	8	7	7
55967	1057	905	878	773
7181	320	279	304	268
55785	511	484	612	658
112268099	1	0	2	4
55591	699	581	637	618
442903	0	0	0	0
100500802	2	2	3	0
105369917	0	0	0	0
107984545	0	0	0	0
10988	1704	1603	962	985
84101	1	1	0	0
100132594	4	5	3	2
59277	684	618	602	591
105369919	1	6	0	1
105369921	2	0	0	1
105369920	0	0	1	0
6636	1019	883	619	550
120935	0	1	1	0
144193	8	7	19	8
3034	0	0	2	3
102723340	95	89	99	93
4048	908	911	968	1026
100189239	0	0	0	0
105369923	0	0	0	0
105369924	0	0	0	0
105369925	0	0	0	1
2004	888	908	908	914
107984546	5	8	8	3
5128	487	406	335	342
144535	16	9	6	3
121441	571	474	389	379
107984547	0	0	0	0
105369928	0	0	0	0
105369927	0	0	0	0
101928912	0	0	0	0
105369930	0	0	0	0
105369929	0	0	0	0
196475	0	0	0	0
100302289	0	0	0	0
406926	0	0	0	0
643711	0	0	0	0
100616287	0	0	0	0
100422924	0	0	0	0
105369932	0	0	0	0
105369933	0	0	0	0
121456	0	0	0	0
643770	6	3	4	6
100189207	0	0	0	0
100189171	0	0	0	0
100128191	732	700	435	419
7112	4839	4189	2599	2433
5250	8144	7897	6677	6069
677832	0	1	3	2
121457	622	544	421	382
317	405	360	382	369
56899	90	85	92	92
101928937	0	0	0	0
196472	0	0	0	0
23074	307	207	241	230
55592	162	148	212	183
100302217	0	0	0	0
64431	340	295	286	291
120863	40	27	24	34
55681	668	523	392	396
246213	0	0	0	0
9971	0	0	2	1
283431	567	453	524	524
121601	0	0	0	0
160728	0	0	0	0
27340	1274	1205	465	570
400	730	646	542	540
121599	0	0	0	0
105369935	0	0	0	0
4604	0	0	0	0
105369938	0	0	0	0
105369937	0	0	0	0
56994	505	458	468	391
50511	28	27	26	15
79158	731	667	523	562
55332	334	282	422	404
107984548	0	0	0	0
51019	150	188	186	172
79023	978	838	551	585
55010	237	189	170	174
5367	48	36	40	31
105369942	0	0	0	0
3479	0	0	0	0
105369944	0	0	0	0
283432	0	0	0	0
5053	0	0	0	0
112267865	0	0	0	0
429	0	0	0	0
374470	0	1	0	0
101929058	0	0	0	0
105369945	0	0	0	0
101929084	0	0	0	0
55576	4	2	3	6
105369946	0	0	0	0
51559	408	416	398	363
107984433	6	3	5	9
253724	3	5	3	4
107984130	1	1	1	1
7184	5044	4566	3707	3843
100500842	258	285	220	206
728568	155	162	124	119
6996	616	592	272	260
83468	6	2	3	3
29915	143	162	112	121
4801	443	379	288	280
105369947	0	0	0	0
105369948	0	0	0	0
7296	5133	4778	7813	7242
493861	8	4	8	8
105369949	7	7	2	2
50515	832	730	972	945
100500843	0	0	0	0
112268100	0	0	0	0
84102	145	124	116	107
105369950	0	1	0	0
105369952	26	34	19	16
121053	324	318	296	272
160428	5	6	9	3
414300	1	2	0	0
23325	614	506	351	420
55198	691	673	695	608
105369953	0	3	3	3
105369954	0	0	0	4
387882	1681	1617	1280	1196
105369957	14	14	11	16
105369956	0	0	0	0
105369955	3	1	0	0
105369958	1	0	0	2
101929110	0	0	0	2
105369959	0	0	0	0
107984435	0	0	0	0
105369960	0	0	0	0
9891	320	336	479	456
10970	279	287	674	557
255394	16	14	59	56
55703	361	348	197	193
100287944	7	8	11	8
5992	1	1	0	0
100505978	0	0	0	0
55188	258	231	207	221
105369961	2	1	0	2
90488	379	336	328	317
80298	167	131	117	148
1407	506	495	495	456
121551	121	108	270	240
11137	890	817	542	601
11108	596	583	718	711
101929162	34	40	43	33
121549	0	0	0	0
105369963	0	0	0	0
728739	0	0	0	0
105369964	0	0	0	0
9671	0	0	0	0
105369965	0	0	0	0
1240	0	0	0	0
102723562	0	0	0	0
11153	42	56	68	73
9733	1423	1456	1309	1232
23479	953	972	979	912
338773	0	0	0	0
6404	10	3	9	11
105369968	36	32	21	27
100616240	0	0	0	0
23603	3670	3693	2859	2691
105369969	2	1	0	0
54434	1935	1888	2621	2447
101929204	8	19	38	30
693204	0	0	0	0
1610	0	0	0	1
55530	0	0	0	0
105378256	0	0	0	0
84749	138	121	182	184
100131733	9	9	14	9
121642	310	298	329	326
7374	1710	1543	1240	1146
32	0	0	1	2
105369974	0	0	0	0
121643	0	0	0	0
101928138	0	0	0	0
283446	10	12	5	4
83892	1450	1447	1309	1131
89910	757	670	705	618
326625	435	441	428	379
4598	701	699	538	441
84915	86	113	41	44
84983	3	0	0	2
59341	0	0	3	1
100616454	0	0	0	0
105369975	1	3	3	0
51228	763	782	677	606
84260	457	423	355	307
9815	606	595	551	551
88455	1484	1420	1762	1615
400073	59	53	134	115
105369976	0	0	0	0
28981	95	100	111	115
488	6731	6634	5333	4818
51434	938	942	792	694
10094	2196	1909	2343	2312
51184	537	482	344	355
29902	378	372	490	422
51699	789	657	570	563
144715	110	104	124	121
160760	651	689	820	833
79600	127	121	149	126
84329	2	2	4	6
5501	2657	2507	1999	1898
160762	2	0	1	0
4633	11	13	7	3
100131138	2	0	0	2
105369980	0	0	0	0
105369981	0	0	0	0
23316	0	0	1	0
105369983	0	0	0	0
102465455	0	0	0	0
144717	211	177	201	213
105369984	0	0	2	0
10019	519	505	417	418
6311	725	760	1179	1101
102723619	9	8	9	5
8315	357	361	293	289
80724	417	422	617	560
217	19	17	69	71
102465456	0	0	0	0
51275	246	246	329	284
8550	419	426	422	411
89894	60	59	98	76
10961	1876	1875	2369	2150
80018	731	672	538	648
100500889	0	2	0	0
10906	539	589	673	607
283450	933	930	1366	1097
102465519	12	12	12	13
6128	15210	14517	11489	10692
5781	3779	3438	2876	2956
22895	0	0	0	0
100302227	0	0	0	0
4938	0	1	6	14
4940	1644	1610	1798	1558
4939	1	2	1	1
1840	0	0	0	0
8437	0	0	1	4
387885	378	382	293	252
79039	3236	3420	2729	2392
102466222	0	0	1	0
84934	662	668	795	694
115811	18	17	41	29
53373	608	588	698	597
102465457	1	1	0	0
107984436	0	0	0	0
80024	429	388	574	517
105369989	1	0	1	0
196463	830	918	964	862
10993	5	2	0	1
113675	149	128	155	164
64211	0	0	0	0
104355219	0	0	0	0
105369990	0	0	0	0
105369991	0	0	0	0
100506465	429	433	391	359
9904	952	899	717	641
105369993	0	0	0	0
105369994	0	0	0	0
105369995	0	0	0	0
105369996	0	0	0	0
6910	0	0	0	0
255480	0	0	0	0
105369998	0	0	0	0
6926	0	0	0	0
105370000	0	0	0	0
105369999	0	0	0	0
107984437	0	0	0	0
102723639	0	0	0	0
105370003	0	0	0	0
105370002	0	0	0	0
105370004	0	0	0	0
23389	1312	1291	1727	1622
693205	0	0	0	0
107984438	0	0	0	0
105370005	0	0	0	0
100616309	0	0	0	0
105370007	0	1	0	0
105370008	0	0	0	0
107984439	0	0	1	1
100287569	12	5	51	33
643246	11	8	20	18
79794	857	854	721	641
84900	42	68	67	72
8739	78	113	193	197
26259	346	313	398	406
100506551	19	12	22	16
54997	1	0	0	0
101928244	0	0	0	0
105370010	0	0	0	0
23014	959	967	925	862
4842	0	1	0	0
283455	50	67	91	82
105370012	0	0	0	0
105370011	0	0	0	0
5985	1106	1069	787	666
55884	924	894	779	789
54621	366	353	368	318
101928274	25	26	39	24
5037	2367	2363	2292	2002
51347	408	381	514	560
64426	1267	1161	1236	1103
105370013	0	0	0	0
